	"output/RSEM/NGS128_S21.isoforms.results"	"output/RSEM/NGS130_S23.isoforms.results"
"CCDS53211.1|Mm108|chrX"	0.00	0.00
"CCDS53213.1|Mm108|chrX"	0.00	0.00
"CCDS59777.1|Mm108|chrX"	0.00	0.00
"CCDS53216.2|Mm108|chrX"	0.00	0.00
"CCDS30487.1|Mm108|chrX"	0.00	0.00
"CCDS30261.1|Mm108|chrX"	0.00	0.00
"CCDS85887.1|Mm108|chrY"	0.00	0.00
"CCDS85884.1|Mm108|chrY"	0.00	0.00
"CCDS56994.1|Mm108|chr15"	0.00	0.00
"CCDS23742.1|Mm108|chr10"	0.00	0.00
"CCDS23744.1|Mm108|chr10"	0.00	0.00
"CCDS36310.1|Mm108|chr11"	0.00	0.00
"CCDS36326.1|Mm108|chr11"	0.00	0.00
"CCDS48926.1|Mm108|chr11"	0.00	0.00
"CCDS49133.1|Mm108|chr12"	0.00	0.00
"CCDS26440.2|Mm108|chr13"	0.00	0.00
"CCDS49325.1|Mm108|chr13"	0.00	0.00
"CCDS26863.1|Mm108|chr14"	0.00	0.00
"CCDS50111.1|Mm108|chr17"	0.00	0.00
"CCDS28792.2|Mm108|chr17"	0.00	0.00
"CCDS15039.1|Mm108|chr1"	0.00	0.00
"CCDS48289.1|Mm108|chr1"	0.00	0.00
"CCDS15475.1|Mm108|chr1"	0.00	0.00
"CCDS16662.1|Mm108|chr2"	0.00	0.00
"CCDS17928.1|Mm108|chr3"	0.00	0.00
"CCDS38801.1|Mm108|chr4"	0.00	0.00
"CCDS80147.1|Mm108|chr4"	0.00	0.00
"CCDS18562.1|Mm108|chr4"	0.00	0.00
"CCDS18819.1|Mm108|chr4"	0.00	0.00
"CCDS38956.1|Mm108|chr4"	0.00	0.00
"CCDS51385.1|Mm108|chr4"	0.00	0.00
"CCDS19380.1|Mm108|chr5"	0.00	0.00
"CCDS51595.1|Mm108|chr5"	0.00	0.00
"CCDS51901.1|Mm108|chr6"	0.00	0.00
"CCDS90127.1|Mm108|chr6"	0.00	0.00
"CCDS52103.1|Mm108|chr7"	0.00	0.00
"CCDS71899.1|Mm108|chr7"	0.00	0.00
"CCDS52115.1|Mm108|chr7"	0.00	0.00
"CCDS71898.1|Mm108|chr7"	0.00	0.00
"CCDS52090.1|Mm108|chr7"	0.00	0.00
"CCDS52088.1|Mm108|chr7"	0.00	0.00
"CCDS52202.1|Mm108|chr7"	0.00	0.00
"CCDS52220.1|Mm108|chr7"	0.00	0.00
"CCDS21586.1|Mm108|chr7"	0.00	0.00
"CCDS52340.1|Mm108|chr7"	0.00	0.00
"CCDS20737.1|Mm108|chr7"	0.00	0.00
"CCDS59742.1|Mm108|chr8"	0.00	0.00
"CCDS22717.1|Mm108|chr8"	0.00	0.00
"CCDS52909.1|Mm108|chr9"	0.00	0.00
"CCDS59709.1|Mm108|chr7"	0.00	0.00
"CCDS57753.1|Mm108|chrX"	0.00	0.00
"CCDS30479.1|Mm108|chrX"	0.00	0.00
"CCDS37438.1|Mm108|chr17"	0.00	0.00
"CCDS20046.1|Mm108|chr6"	0.00	0.00
"CCDS20048.1|Mm108|chr6"	0.00	0.00
"CCDS24873.1|Mm108|chr11"	0.00	0.00
"CCDS37535.2|Mm108|chr17"	0.00	0.00
"CCDS18118.1|Mm108|chr4"	0.00	0.00
"CCDS16887.1|Mm108|chr2"	0.00	0.00
"CCDS25640.1|Mm108|chr11"	0.00	0.00
"CCDS20928.1|Mm108|chr7"	0.00	0.00
"CCDS52321.1|Mm108|chr7"	0.00	0.00
"CCDS25189.1|Mm108|chr11"	0.00	0.00
"CCDS37052.1|Mm108|chr15"	0.00	0.00
"CCDS49964.1|Mm108|chr17"	0.00	0.00
"CCDS28449.1|Mm108|chr17"	0.00	0.00
"CCDS25356.1|Mm108|chr11"	0.00	0.00
"CCDS20509.1|Mm108|chr6"	0.00	0.00
"CCDS37520.1|Mm108|chr17"	0.00	0.00
"CCDS89071.1|Mm108|chr17"	0.00	0.00
"CCDS23736.1|Mm108|chr10"	0.00	0.00
"CCDS59581.1|Mm108|chr13"	0.00	0.00
"CCDS37142.1|Mm108|chr15"	0.00	0.00
"CCDS30408.1|Mm108|chrX"	0.00	0.00
"CCDS37843.1|Mm108|chr18"	0.00	0.00
"CCDS21131.1|Mm108|chr7"	0.00	0.00
"CCDS23747.1|Mm108|chr10"	0.00	0.00
"CCDS27048.1|Mm108|chr14"	0.00	0.00
"CCDS14803.1|Mm108|chr1"	0.00	0.00
"CCDS27032.1|Mm108|chr14"	0.00	0.00
"CCDS27031.1|Mm108|chr14"	0.00	0.00
"CCDS40265.1|Mm108|chr8"	0.00	0.00
"CCDS22608.1|Mm108|chr8"	0.00	0.00
"CCDS40281.1|Mm108|chr8"	0.00	0.00
"CCDS20593.1|Mm108|chr6"	0.00	0.00
"CCDS23748.1|Mm108|chr10"	0.00	0.00
"CCDS38906.1|Mm108|chr4"	0.00	0.00
"CCDS51619.1|Mm108|chr5"	0.00	0.00
"CCDS56951.1|Mm108|chr14"	0.00	0.00
"CCDS88652.1|Mm108|chr14"	0.00	0.00
"CCDS40047.1|Mm108|chr7"	0.00	0.00
"CCDS27651.1|Mm108|chr15"	0.00	0.00
"CCDS27652.1|Mm108|chr15"	0.00	0.00
"CCDS21437.1|Mm108|chr7"	0.00	0.00
"CCDS24042.1|Mm108|chr10"	0.00	0.00
"CCDS24072.1|Mm108|chr10"	0.00	0.00
"CCDS88064.1|Mm108|chr10"	0.00	0.00
"CCDS36409.1|Mm108|chr12"	0.00	0.00
"CCDS15653.1|Mm108|chr2"	0.00	0.00
"CCDS28888.1|Mm108|chr17"	0.00	0.00
"CCDS17995.1|Mm108|chr4"	0.00	0.00
"CCDS84707.1|Mm108|chr4"	0.00	0.00
"CCDS20388.1|Mm108|chr6"	0.00	0.00
"CCDS20389.1|Mm108|chr6"	0.00	0.00
"CCDS51864.1|Mm108|chr6"	0.00	0.00
"CCDS37256.1|Mm108|chr16"	0.00	0.00
"CCDS16941.1|Mm108|chr2"	0.00	0.00
"CCDS27158.1|Mm108|chr14"	0.00	0.00
"CCDS49508.1|Mm108|chr14"	0.00	0.00
"CCDS27054.1|Mm108|chr14"	0.00	0.00
"CCDS88663.1|Mm108|chr14"	0.00	0.00
"CCDS27988.1|Mm108|chr16"	0.00	0.00
"CCDS36893.1|Mm108|chr14"	0.00	0.00
"CCDS37417.1|Mm108|chr16"	0.00	0.00
"CCDS25642.1|Mm108|chr11"	0.00	0.00
"CCDS20496.1|Mm108|chr6"	0.00	0.00
"CCDS85155.1|Mm108|chr6"	0.00	0.00
"CCDS20670.1|Mm108|chr6"	0.00	0.00
"CCDS23994.1|Mm108|chr10"	0.00	0.00
"CCDS15337.1|Mm108|chr1"	0.00	0.00
"CCDS17351.1|Mm108|chr3"	0.00	0.00
"CCDS57211.1|Mm108|chr3"	0.00	0.00
"CCDS57212.1|Mm108|chr3"	0.00	0.00
"CCDS89624.1|Mm108|chr3"	0.00	0.00
"CCDS26361.1|Mm108|chr13"	0.00	0.00
"CCDS26355.1|Mm108|chr13"	0.00	0.00
"CCDS27180.1|Mm108|chr14"	0.00	0.00
"CCDS88683.1|Mm108|chr14"	0.00	0.00
"CCDS24066.1|Mm108|chr10"	0.00	0.00
"CCDS48645.1|Mm108|chr10"	0.00	0.00
"CCDS21235.1|Mm108|chr7"	0.00	0.00
"CCDS35956.1|Mm108|chr10"	0.00	0.00
"CCDS36160.1|Mm108|chr11"	0.00	0.00
"CCDS22314.1|Mm108|chr8"	0.00	0.00
"CCDS17440.1|Mm108|chr3"	0.00	0.00
"CCDS50940.1|Mm108|chr3"	0.00	0.00
"CCDS15688.1|Mm108|chr2"	0.00	0.00
"CCDS23550.1|Mm108|chr9"	0.00	0.00
"CCDS81079.1|Mm108|chr9"	0.00	0.00
"CCDS50162.1|Mm108|chr17"	0.00	0.00
"CCDS36956.1|Mm108|chr14"	0.00	0.00
"CCDS88689.1|Mm108|chr14"	0.00	0.00
"CCDS39863.2|Mm108|chr7"	0.00	0.00
"CCDS80688.1|Mm108|chr7"	0.00	0.00
"CCDS18933.1|Mm108|chr4"	0.00	0.00
"CCDS37877.2|Mm108|chr18"	0.00	0.00
"CCDS89296.1|Mm108|chr18"	0.00	0.00
"CCDS39333.1|Mm108|chr5"	0.00	0.00
"CCDS28976.1|Mm108|chr17"	0.00	0.00
"CCDS40206.1|Mm108|chr8"	0.00	0.00
"CCDS85487.1|Mm108|chr8"	0.00	0.00
"CCDS40322.1|Mm108|chr8"	0.00	0.00
"CCDS57616.1|Mm108|chr8"	0.00	0.00
"CCDS57617.1|Mm108|chr8"	0.00	0.00
"CCDS27174.1|Mm108|chr14"	0.00	0.00
"CCDS40223.1|Mm108|chr8"	0.00	0.00
"CCDS80858.1|Mm108|chr8"	0.00	0.00
"CCDS29370.1|Mm108|chr18"	0.00	0.00
"CCDS89288.1|Mm108|chr18"	0.00	0.00
"CCDS23342.1|Mm108|chr9"	0.00	0.00
"CCDS25637.1|Mm108|chr11"	0.00	0.00
"CCDS80834.1|Mm108|chr7"	0.00	0.00
"CCDS22027.1|Mm108|chr7"	0.00	0.00
"CCDS25561.1|Mm108|chr11"	0.00	0.00
"CCDS15349.2|Mm108|chr1"	0.00	0.00
"CCDS79131.1|Mm108|chr12"	0.00	0.00
"CCDS79132.1|Mm108|chr12"	0.00	0.00
"CCDS18246.1|Mm108|chr4"	0.00	0.00
"CCDS38776.1|Mm108|chr4"	0.00	0.00
"CCDS51202.1|Mm108|chr4"	0.00	0.00
"CCDS80110.1|Mm108|chr4"	0.00	0.00
"CCDS21752.1|Mm108|chr7"	0.00	0.00
"CCDS37511.1|Mm108|chr17"	0.00	0.00
"CCDS40374.1|Mm108|chr8"	0.00	0.00
"CCDS35966.1|Mm108|chr10"	0.00	0.00
"CCDS78849.1|Mm108|chr10"	0.00	0.00
"CCDS88047.1|Mm108|chr10"	0.00	0.00
"CCDS48237.1|Mm108|chr1"	0.00	0.00
"CCDS40970.1|Mm108|chrX"	0.00	0.00
"CCDS72379.1|Mm108|chrX"	0.00	0.00
"CCDS27339.1|Mm108|chr14"	0.00	0.00
"CCDS22595.1|Mm108|chr8"	0.00	0.00
"CCDS27315.1|Mm108|chr14"	0.00	0.00
"CCDS84159.1|Mm108|chr14"	0.00	0.00
"CCDS30448.1|Mm108|chrX"	0.00	0.00
"CCDS41156.1|Mm108|chrX"	0.00	0.00
"CCDS39019.1|Mm108|chr5"	0.00	0.00
"CCDS51424.1|Mm108|chr5"	0.00	0.00
"CCDS51425.1|Mm108|chr5"	0.00	0.00
"CCDS18028.1|Mm108|chr4"	0.00	0.00
"CCDS51137.1|Mm108|chr4"	0.00	0.00
"CCDS21331.1|Mm108|chr7"	0.00	0.00
"CCDS28355.1|Mm108|chr16"	14.00	10.00
"CCDS29717.1|Mm108|chr19"	0.00	0.00
"CCDS40734.1|Mm108|chr9"	0.00	0.00
"CCDS18120.2|Mm108|chr4"	0.00	0.00
"CCDS51170.1|Mm108|chr4"	0.00	0.00
"CCDS39421.1|Mm108|chr6"	0.00	0.00
"CCDS28540.1|Mm108|chr17"	0.00	0.00
"CCDS84286.1|Mm108|chr17"	0.00	0.00
"CCDS19584.1|Mm108|chr5"	0.00	0.00
"CCDS80380.1|Mm108|chr5"	0.00	0.00
"CCDS80381.1|Mm108|chr5"	0.00	0.00
"CCDS50181.1|Mm108|chr17"	0.00	0.00
"CCDS89151.1|Mm108|chr17"	0.00	0.00
"CCDS89152.1|Mm108|chr17"	0.00	0.00
"CCDS22897.1|Mm108|chr9"	0.00	0.00
"CCDS79506.1|Mm108|chr17"	0.00	0.00
"CCDS17601.1|Mm108|chr3"	0.00	0.00
"CCDS23344.1|Mm108|chr9"	0.00	0.00
"CCDS23345.1|Mm108|chr9"	0.00	0.00
"CCDS21489.1|Mm108|chr7"	0.00	0.00
"CCDS39344.1|Mm108|chr5"	0.00	0.00
"CCDS15159.1|Mm108|chr1"	0.00	0.00
"CCDS19533.1|Mm108|chr5"	0.00	0.00
"CCDS16177.1|Mm108|chr2"	0.00	0.00
"CCDS71082.1|Mm108|chr2"	0.00	0.00
"CCDS41101.1|Mm108|chrX"	0.00	0.00
"CCDS36845.1|Mm108|chr14"	0.00	0.00
"CCDS39051.1|Mm108|chr5"	0.00	0.00
"CCDS80244.1|Mm108|chr5"	0.00	0.00
"CCDS51907.1|Mm108|chr6"	0.00	0.00
"CCDS20521.1|Mm108|chr6"	0.00	0.00
"CCDS17312.1|Mm108|chr3"	0.00	0.00
"CCDS18939.1|Mm108|chr4"	0.00	0.00
"CCDS89857.1|Mm108|chr4"	0.00	0.00
"CCDS28323.1|Mm108|chr16"	0.00	0.00
"CCDS28324.1|Mm108|chr16"	0.00	0.00
"CCDS16071.1|Mm108|chr2"	0.00	0.00
"CCDS26629.1|Mm108|chr13"	0.00	0.00
"CCDS40504.1|Mm108|chr8"	0.00	0.00
"CCDS85625.1|Mm108|chr8"	0.00	0.00
"CCDS51964.1|Mm108|chr7"	0.00	0.00
"CCDS19460.2|Mm108|chr5"	0.00	0.00
"CCDS18513.1|Mm108|chr4"	0.00	0.00
"CCDS38852.1|Mm108|chr4"	0.00	0.00
"CCDS71451.1|Mm108|chr4"	0.00	0.00
"CCDS20492.1|Mm108|chr6"	0.00	0.00
"CCDS36070.1|Mm108|chr10"	0.00	0.00
"CCDS28928.1|Mm108|chr17"	0.00	0.00
"CCDS22465.1|Mm108|chr8"	0.00	0.00
"CCDS24954.1|Mm108|chr11"	0.00	0.00
"CCDS24955.1|Mm108|chr11"	0.00	0.00
"CCDS36205.1|Mm108|chr11"	0.00	0.00
"CCDS48837.1|Mm108|chr11"	0.00	0.00
"CCDS27313.1|Mm108|chr14"	0.00	0.00
"CCDS27101.1|Mm108|chr14"	0.00	0.00
"CCDS15922.1|Mm108|chr2"	0.00	0.00
"CCDS15923.1|Mm108|chr2"	0.00	0.00
"CCDS38105.1|Mm108|chr2"	0.00	0.00
"CCDS21136.1|Mm108|chr7"	0.00	0.00
"CCDS40670.1|Mm108|chr9"	0.00	0.00
"CCDS25485.1|Mm108|chr11"	0.00	0.00
"CCDS88261.1|Mm108|chr11"	0.00	0.00
"CCDS26116.1|Mm108|chr12"	0.00	0.00
"CCDS38647.1|Mm108|chr3"	0.00	0.00
"CCDS84676.1|Mm108|chr3"	0.00	0.00
"CCDS37313.1|Mm108|chr16"	0.00	0.00
"CCDS49828.1|Mm108|chr16"	0.00	0.00
"CCDS84224.1|Mm108|chr16"	0.00	0.00
"CCDS36674.1|Mm108|chr13"	0.00	0.00
"CCDS28432.1|Mm108|chr17"	0.00	0.00
"CCDS50082.1|Mm108|chr17"	0.00	0.00
"CCDS57070.1|Mm108|chr17"	0.00	0.00
"CCDS30013.1|Mm108|chrX"	0.00	0.00
"CCDS90696.1|Mm108|chrX"	0.00	0.00
"CCDS38919.2|Mm108|chr4"	0.00	0.00
"CCDS51329.1|Mm108|chr4"	0.00	0.00
"CCDS89844.1|Mm108|chr4"	0.00	0.00
"CCDS18591.1|Mm108|chr4"	0.00	0.00
"CCDS21057.1|Mm108|chr7"	0.00	0.00
"CCDS25497.1|Mm108|chr11"	0.00	0.00
"CCDS56812.1|Mm108|chr11"	0.00	0.00
"CCDS15193.1|Mm108|chr1"	0.00	0.00
"CCDS15158.1|Mm108|chr1"	0.00	0.00
"CCDS48321.1|Mm108|chr1"	0.00	0.00
"CCDS78648.1|Mm108|chr1"	0.00	0.00
"CCDS35804.1|Mm108|chr1"	0.00	0.00
"CCDS20281.1|Mm108|chr6"	0.00	0.00
"CCDS37199.1|Mm108|chr15"	0.00	0.00
"CCDS49728.1|Mm108|chr15"	0.00	0.00
"CCDS17998.1|Mm108|chr4"	0.00	0.00
"CCDS51127.1|Mm108|chr4"	0.00	0.00
"CCDS71350.1|Mm108|chr4"	0.00	0.00
"CCDS50583.1|Mm108|chr2"	0.00	0.00
"CCDS50534.1|Mm108|chr2"	0.00	0.00
"CCDS16637.1|Mm108|chr2"	0.00	0.00
"CCDS71124.1|Mm108|chr2"	0.00	0.00
"CCDS38672.1|Mm108|chr3"	0.00	0.00
"CCDS89707.1|Mm108|chr3"	0.00	0.00
"CCDS89708.1|Mm108|chr3"	0.00	0.00
"CCDS89709.1|Mm108|chr3"	0.00	0.00
"CCDS16438.1|Mm108|chr2"	0.00	0.00
"CCDS89517.1|Mm108|chr2"	0.00	0.00
"CCDS16762.1|Mm108|chr2"	0.00	0.00
"CCDS17304.1|Mm108|chr3"	0.00	0.00
"CCDS16585.1|Mm108|chr2"	0.00	0.00
"CCDS48268.1|Mm108|chr1"	0.00	0.00
"CCDS48269.1|Mm108|chr1"	0.00	0.00
"CCDS29414.1|Mm108|chr19"	0.00	0.00
"CCDS28504.1|Mm108|chr17"	0.00	0.00
"CCDS29829.1|Mm108|chr19"	0.00	0.00
"CCDS23841.1|Mm108|chr10"	0.00	0.00
"CCDS37543.1|Mm108|chr17"	0.00	0.00
"CCDS36997.1|Mm108|chr14"	0.00	0.00
"CCDS37963.1|Mm108|chr19"	0.00	0.00
"CCDS29442.1|Mm108|chr19"	0.00	0.00
"CCDS27215.1|Mm108|chr14"	0.00	0.00
"CCDS29397.1|Mm108|chr19"	0.00	0.00
"CCDS50340.1|Mm108|chr19"	0.00	0.00
"CCDS50341.1|Mm108|chr19"	0.00	0.00
"CCDS50098.1|Mm108|chr17"	0.00	0.00
"CCDS20292.1|Mm108|chr6"	0.00	0.00
"CCDS85083.1|Mm108|chr6"	0.00	0.00
"CCDS19585.1|Mm108|chr5"	0.00	0.00
"CCDS40319.1|Mm108|chr8"	0.00	0.00
"CCDS18193.1|Mm108|chr4"	0.00	0.00
"CCDS20916.1|Mm108|chr7"	0.00	0.00
"CCDS40309.1|Mm108|chr8"	0.00	0.00
"CCDS22126.1|Mm108|chr8"	0.00	0.00
"CCDS20994.1|Mm108|chr7"	0.00	0.00
"CCDS21068.1|Mm108|chr7"	0.00	0.00
"CCDS20415.1|Mm108|chr6"	0.00	0.00
"CCDS51321.1|Mm108|chr4"	0.00	0.00
"CCDS17891.1|Mm108|chr3"	0.00	0.00
"CCDS51087.1|Mm108|chr3"	0.00	0.00
"CCDS51088.1|Mm108|chr3"	0.00	0.00
"CCDS38704.1|Mm108|chr4"	0.00	0.00
"CCDS89724.1|Mm108|chr4"	0.00	0.00
"CCDS22787.1|Mm108|chr8"	0.00	0.00
"CCDS90487.1|Mm108|chr8"	0.00	0.00
"CCDS19290.1|Mm108|chr5"	0.00	0.00
"CCDS56632.1|Mm108|chr1"	0.00	0.00
"CCDS17362.1|Mm108|chr3"	0.00	0.00
"CCDS51807.1|Mm108|chr6"	0.00	0.00
"CCDS18631.1|Mm108|chr4"	0.00	0.00
"CCDS19114.1|Mm108|chr5"	0.00	0.00
"CCDS51432.1|Mm108|chr5"	0.00	0.00
"CCDS19433.1|Mm108|chr5"	0.00	0.00
"CCDS40474.1|Mm108|chr8"	0.00	0.00
"CCDS22254.1|Mm108|chr8"	0.00	0.00
"CCDS22301.1|Mm108|chr8"	0.00	0.00
"CCDS51837.1|Mm108|chr6"	0.00	0.00
"CCDS85089.1|Mm108|chr6"	0.00	0.00
"CCDS21229.1|Mm108|chr7"	0.00	0.00
"CCDS40171.1|Mm108|chr7"	0.00	0.00
"CCDS15202.1|Mm108|chr1"	0.00	0.00
"CCDS39196.1|Mm108|chr5"	0.00	0.00
"CCDS51549.1|Mm108|chr5"	0.00	0.00
"CCDS80331.1|Mm108|chr5"	0.00	0.00
"CCDS80332.1|Mm108|chr5"	0.00	0.00
"CCDS84906.1|Mm108|chr5"	0.00	0.00
"CCDS21148.1|Mm108|chr7"	0.00	0.00
"CCDS18447.2|Mm108|chr4"	0.00	0.00
"CCDS21950.1|Mm108|chr7"	0.00	0.00
"CCDS85447.1|Mm108|chr7"	0.00	0.00
"CCDS39490.1|Mm108|chr6"	0.00	0.00
"CCDS21502.2|Mm108|chr7"	0.00	0.00
"CCDS56706.1|Mm108|chr10"	0.00	0.00
"CCDS25104.1|Mm108|chr11"	0.00	0.00
"CCDS36076.1|Mm108|chr10"	0.00	0.00
"CCDS48711.1|Mm108|chr10"	0.00	0.00
"CCDS25460.1|Mm108|chr11"	0.00	0.00
"CCDS15612.1|Mm108|chr1"	0.00	0.00
"CCDS56667.1|Mm108|chr1"	0.00	0.00
"CCDS27942.1|Mm108|chr16"	0.00	0.00
"CCDS25788.1|Mm108|chr12"	0.00	0.00
"CCDS88302.1|Mm108|chr12"	0.00	0.00
"CCDS24414.1|Mm108|chr11"	0.00	0.00
"CCDS27400.1|Mm108|chr15"	0.00	0.00
"CCDS24655.1|Mm108|chr11"	0.00	0.00
"CCDS36913.1|Mm108|chr14"	0.00	0.00
"CCDS29342.1|Mm108|chr18"	0.00	0.00
"CCDS35990.1|Mm108|chr10"	0.00	0.00
"CCDS88056.1|Mm108|chr10"	0.00	0.00
"CCDS36790.2|Mm108|chr13"	0.00	0.00
"CCDS29132.1|Mm108|chr18"	0.00	0.00
"CCDS36155.1|Mm108|chr11"	0.00	0.00
"CCDS28220.1|Mm108|chr16"	0.00	0.00
"CCDS36934.1|Mm108|chr14"	0.00	0.00
"CCDS26956.1|Mm108|chr14"	0.00	0.00
"CCDS27435.1|Mm108|chr15"	0.00	0.00
"CCDS36453.1|Mm108|chr12"	0.00	0.00
"CCDS37143.1|Mm108|chr15"	0.00	0.00
"CCDS50148.1|Mm108|chr17"	0.00	0.00
"CCDS25125.1|Mm108|chr11"	0.00	0.00
"CCDS48860.1|Mm108|chr11"	0.00	0.00
"CCDS24663.1|Mm108|chr11"	0.00	0.00
"CCDS37363.1|Mm108|chr16"	0.00	0.00
"CCDS26211.1|Mm108|chr12"	0.00	0.00
"CCDS23917.1|Mm108|chr10"	0.00	0.00
"CCDS25582.1|Mm108|chr11"	0.00	0.00
"CCDS24549.1|Mm108|chr11"	0.00	0.00
"CCDS70162.1|Mm108|chr11"	0.00	0.00
"CCDS29325.1|Mm108|chr18"	0.00	0.00
"CCDS23760.1|Mm108|chr10"	0.00	0.00
"CCDS48528.1|Mm108|chr10"	0.00	0.00
"CCDS24231.1|Mm108|chr10"	0.00	0.00
"CCDS48715.1|Mm108|chr10"	0.00	0.00
"CCDS88098.1|Mm108|chr10"	0.00	0.00
"CCDS26130.1|Mm108|chr12"	0.00	0.00
"CCDS26131.1|Mm108|chr12"	0.00	0.00
"CCDS26132.1|Mm108|chr12"	0.00	0.00
"CCDS36529.1|Mm108|chr12"	0.00	0.00
"CCDS36530.1|Mm108|chr12"	0.00	0.00
"CCDS25602.1|Mm108|chr11"	0.00	0.00
"CCDS25603.2|Mm108|chr11"	0.00	0.00
"CCDS48977.1|Mm108|chr11"	0.00	0.00
"CCDS36055.1|Mm108|chr10"	0.00	0.00
"CCDS49700.1|Mm108|chr15"	0.00	0.00
"CCDS70660.1|Mm108|chr15"	0.00	0.00
"CCDS70661.1|Mm108|chr15"	0.00	0.00
"CCDS25484.1|Mm108|chr11"	0.00	0.00
"CCDS48939.1|Mm108|chr11"	0.00	0.00
"CCDS48940.1|Mm108|chr11"	0.00	0.00
"CCDS25538.1|Mm108|chr11"	0.00	0.00
"CCDS26159.1|Mm108|chr12"	0.00	0.00
"CCDS23920.1|Mm108|chr10"	0.00	0.00
"CCDS24980.1|Mm108|chr11"	0.00	0.00
"CCDS24168.1|Mm108|chr10"	0.00	0.00
"CCDS26042.1|Mm108|chr12"	0.00	0.00
"CCDS88368.1|Mm108|chr12"	0.00	0.00
"CCDS88369.1|Mm108|chr12"	0.00	0.00
"CCDS27575.1|Mm108|chr15"	0.00	0.00
"CCDS24845.1|Mm108|chr11"	0.00	0.00
"CCDS24158.1|Mm108|chr10"	0.00	0.00
"CCDS25502.1|Mm108|chr11"	0.00	0.00
"CCDS23869.1|Mm108|chr10"	0.00	0.00
"CCDS83700.1|Mm108|chr10"	0.00	0.00
"CCDS37416.1|Mm108|chr16"	0.00	0.00
"CCDS30474.1|Mm108|chrX"	0.00	0.00
"CCDS22677.1|Mm108|chr8"	0.00	0.00
"CCDS19403.1|Mm108|chr5"	0.00	0.00
"CCDS80323.1|Mm108|chr5"	0.00	0.00
"CCDS80324.1|Mm108|chr5"	0.00	0.00
"CCDS80325.1|Mm108|chr5"	0.00	0.00
"CCDS18291.1|Mm108|chr4"	0.00	0.00
"CCDS18792.1|Mm108|chr4"	0.00	0.00
"CCDS16784.1|Mm108|chr2"	0.00	0.00
"CCDS38083.1|Mm108|chr2"	0.00	0.00
"CCDS38322.1|Mm108|chr2"	0.00	0.00
"CCDS14906.1|Mm108|chr1"	0.00	0.00
"CCDS39218.1|Mm108|chr5"	0.00	0.00
"CCDS57374.1|Mm108|chr5"	0.00	0.00
"CCDS84935.1|Mm108|chr5"	0.00	0.00
"CCDS20729.1|Mm108|chr7"	0.00	0.00
"CCDS51969.1|Mm108|chr7"	0.00	0.00
"CCDS80654.1|Mm108|chr7"	0.00	0.00
"CCDS85202.1|Mm108|chr7"	0.00	0.00
"CCDS38374.1|Mm108|chr2"	0.00	0.00
"CCDS52189.1|Mm108|chr7"	0.00	0.00
"CCDS21853.1|Mm108|chr7"	0.00	0.00
"CCDS85418.1|Mm108|chr7"	0.00	0.00
"CCDS37240.1|Mm108|chr16"	0.00	0.00
"CCDS29723.1|Mm108|chr19"	0.00	0.00
"CCDS36774.1|Mm108|chr13"	0.00	0.00
"CCDS36183.1|Mm108|chr11"	0.00	0.00
"CCDS25705.1|Mm108|chr11"	0.00	0.00
"CCDS25706.1|Mm108|chr11"	0.00	0.00
"CCDS70358.1|Mm108|chr11"	0.00	0.00
"CCDS70360.1|Mm108|chr11"	0.00	0.00
"CCDS36204.1|Mm108|chr11"	0.00	0.00
"CCDS35860.1|Mm108|chr10"	0.00	0.00
"CCDS48512.1|Mm108|chr10"	0.00	0.00
"CCDS24417.1|Mm108|chr11"	0.00	0.00
"CCDS24418.1|Mm108|chr11"	0.00	0.00
"CCDS30307.1|Mm108|chrX"	0.00	0.00
"CCDS53148.1|Mm108|chrX"	0.00	0.00
"CCDS53149.1|Mm108|chrX"	0.00	0.00
"CCDS72413.1|Mm108|chrX"	0.00	0.00
"CCDS35713.1|Mm108|chr1"	0.00	0.00
"CCDS39030.1|Mm108|chr5"	0.00	0.00
"CCDS80230.1|Mm108|chr5"	0.00	0.00
"CCDS24991.1|Mm108|chr11"	0.00	0.00
"CCDS48842.1|Mm108|chr11"	0.00	0.00
"CCDS48843.1|Mm108|chr11"	0.00	0.00
"CCDS26061.1|Mm108|chr12"	0.00	0.00
"CCDS39130.1|Mm108|chr5"	0.00	0.00
"CCDS17433.1|Mm108|chr3"	2.00	0.00
"CCDS22281.1|Mm108|chr8"	0.00	0.00
"CCDS90393.1|Mm108|chr8"	0.00	0.00
"CCDS29543.1|Mm108|chr19"	0.00	0.00
"CCDS70930.1|Mm108|chr19"	0.00	0.00
"CCDS21436.1|Mm108|chr7"	0.00	0.00
"CCDS52300.1|Mm108|chr7"	0.00	0.00
"CCDS25455.1|Mm108|chr11"	0.00	0.00
"CCDS52372.1|Mm108|chr7"	0.00	0.00
"CCDS39098.1|Mm108|chr5"	0.00	0.00
"CCDS80289.1|Mm108|chr5"	0.00	0.00
"CCDS19849.1|Mm108|chr5"	0.00	0.00
"CCDS40502.1|Mm108|chr8"	0.00	0.00
"CCDS72176.1|Mm108|chr8"	0.00	0.00
"CCDS72177.1|Mm108|chr8"	0.00	0.00
"CCDS30060.1|Mm108|chrX"	0.00	0.00
"CCDS15421.1|Mm108|chr1"	0.00	0.00
"CCDS83616.1|Mm108|chr1"	0.00	0.00
"CCDS23749.1|Mm108|chr10"	0.00	0.00
"CCDS30178.1|Mm108|chrX"	0.00	0.00
